English,Kiswahili,Domain
Citywide COP strategy building citizen coalitions for crime prevention in Nairobi City,Mkakati wa COP kote jijini kujenga miungano ya raia kwa ajili ya kuzuia uhalifu jijini Nairobi,Security
Motivate teachers! Offer bonuses for rural school postings.,Wahamasishe walimu! Toa bonasi kwa nafasi za shule za vijijini.,Education
"Don't leave doors and windows open at night, even if it's very hot.","Usiache milango na madirisha wazi usiku, hata kama ni joto sana.",Security
"Having an eCitizen account allows Kenyan citizens to have access to all government services, while Foreigners/Residents users have access to some government services conveniently through one click of signing in.","Kuwa na akaunti ya eCitizen huwawezesha raia wa Kenya kupata huduma zote za serikali, huku watumiaji wa wageni/wakazi wakipata huduma za serikali kwa urahisi kupitia mbofyo mmoja wa kuingia.",Governance
"Agricultural biotechnology is vital for addressing the chronic food shortages in sub-Saharan Africa. GM technology is employed in only a few African countries, ...","Bioteknolojia ya kilimo ni muhimu katika kushughulikia uhaba sugu wa chakula katika Afrika Kusini mwa Jangwa la Sahara. Teknolojia ya GM inatumika katika nchi chache tu za Afrika, ...",Agriculture
Kenya : Les inondations menacent les populations marginalisées,Kenya : Les inondations menacent les populations marginalisées,Disaster/Health
"agricultural market access and support agricultural insurance programmes. At the county level, the medium term priorities to support the ...","upatikanaji na usaidizi wa soko la kilimo katika programu za bima ya kilimo. Katika ngazi ya kaunti, vipaumbele vya muda wa kati vinazingatiwa ili kusaidia ...",Agriculture
Experiment and learn! Equip schools with science laboratories.,Jaribu na ujifunze! Panga shule na maabara za sayansi.,Education
Kitui County: Drought Early Warning Bulletin for July 2023,Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2023,Disaster/Health
"Development cooperation agreements - Norway in Kenya Skip to main content Development cooperation agreements As a means of increasing transparency and accountability, the Ministry of Foreign Affairs wishes to make all its agreements available to the public.","Mikataba ya ushirikiano wa maendeleo - Norway nchini Kenya Ruka hadi maudhui kuu Mikataba ya ushirikiano wa maendeleo Kama njia ya kuongeza uwazi na uwajibikaji, Wizara ya Mambo ya Nje inataka kutoa mikataba yake yote kwa umma.",Governance
"The Cabinet Secretary also called on stakeholders, particularly the media, to play an active role in educating the public about the risks associated with engaging in SACCO business with unlicensed entities, specifically those resembling pyramid schemes.","Waziri wa Baraza la Mawaziri pia aliwataka wadau, hasa vyombo vya habari, kuchukua jukumu kubwa katika kuelimisha umma kuhusu hatari zinazohusiana na kujihusisha na biashara ya SACCO na vyombo visivyo na leseni, haswa vile vinavyofanana na mipango ya piramidi.",Governance
This is due to the enhanced trade links between Kampala and different major cities in Kenya and the high-volume cross-border movement.,Hii ni kutokana na kuimarishwa kwa uhusiano wa kibiashara kati ya Kampala na miji mikuu tofauti nchini Kenya na harakati za juu za kuvuka mpaka.,Disaster/Health
"Despite recent rainfall, the drought and food‑security crisis in Kenya remains severe and life‑threatening.","Licha ya mvua za hivi majuzi, ukame na mzozo wa usalama wa chakula nchini Kenya bado ni mkubwa na unaotishia maisha.",Disaster/Health
Tana River County: Drought Early Warning Bulletin for January 2023,Kaunti ya Tana River: Taarifa ya Onyo la Mapema kuhusu Ukame la Januari 2023,Disaster/Health
"INCREASING FOREST COVER 14,000 trees planted in Kitui Residents urged to continue planting trees","Kuongezeka kwa Misitu Miti 14,000 iliyopandwa Kitui Wakazi wahimizwa kuendelea kupanda miti",Governance
Tharaka Nithi County: Drought Early Warning Bulletin for September 2022,Kaunti ya Tharaka Nithi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2022,Disaster/Health
A formal agreement between IPOA and the Law Society of Kenya aimed to streamline legal responses and improve prosecution support.,Makubaliano rasmi kati ya IPOA na Chama cha Wanasheria cha Kenya yalilenga kurahisisha majibu ya kisheria na kuboresha usaidizi wa mashtaka.,Security
"IEBCKenya urges eligible diaspora voters in USA, Germany, South Africa, Tanzania, Uganda, Rwanda, Burundi & South Sudan to come out & register before Feb 4 deadline","IEBCKenya yawahimiza wapiga kura wanaostahiki kutoka nje ya nchi nchini Marekani, Ujerumani, Afrika Kusini, Tanzania, Uganda, Rwanda, Burundi na Sudan Kusini kujitokeza na kujiandikisha kabla ya tarehe ya mwisho ya Februari 4.",Governance
Political leaders allied to the broad-based government urge citizens to shun divisive politics from the opposition.,Viongozi wa kisiasa wanaoshirikiana na serikali pana waliwahimiza raia kuepuka siasa zinazowagawanya wapinzani.,Governance
Farmers urged to form cooperatives to enhance market access for horticultural products.,Wakulima wahimizwa kuunda vyama vya ushirika ili kuongeza upatikanaji wa soko la bidhaa za bustani.,Agriculture
Malnutrition remains high as drought continues in Kenya,Utapiamlo umesalia kuwa juu huku ukame ukiendelea nchini Kenya,Disaster/Health
WFP in Kenya welcomes record funding from US government to fight hunger,WFP nchini Kenya inakaribisha ufadhili wa rekodi kutoka kwa serikali ya Marekani ili kukabiliana na njaa,Disaster/Health
AATF is looking for a consultant to develop and deploy a contemporary knowledge management hub that will enhance internal and external information sharing ...,AATF inatafuta mshauri wa kutengeneza na kupeleka kitovu cha kisasa cha usimamizi wa maarifa ambacho kitaboresha ushiriki wa taarifa za ndani na nje ...,Agriculture
A ray of hope for flood-affected families,Mwale wa matumaini kwa familia zilizoathiriwa na mafuriko,Disaster/Health
The concept of Climate-Smart Agriculture (CSA) has consistently been positioned between science and policy. CSA has given rise to a lively debate in both ...,Dhana ya Kilimo Kinachozingatia Hali ya Hewa (CSA) imekuwa ikiwekwa kati ya sayansi na sera. CSA imeibua mjadala mkali katika ...,Agriculture
"Without urgent additional funding, KRCS and partners will be forced to limit coverage, shorten assistance cycles, and leave high‑risk communities without lifesaving food, water, nutrition, and health support.","Bila ufadhili wa haraka wa ziada, KRCS na washirika watalazimika kuweka kikomo cha malipo, kufupisha mizunguko ya usaidizi, na kuacha jumuiya zenye hatari kubwa bila usaidizi wa kuokoa maisha wa chakula, maji, lishe na afya.",Health
West Pokot: Drought Early Warning Bulletin for January 2023,Pokot Magharibi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Januari 2023,Disaster/Health
"The Kenya Cash Consortium's Locally Led Multi-Purpose Cash Response to Flood Affected Communities in Kenya: Baseline, February 2024","Mwitikio wa Pesa wa Malengo Mbalimbali wa Kenya Cash Consortium kwa Jamii Zilizoathiriwa na Mafuriko nchini Kenya: Msingi, Februari 2024",Disaster/Health
Install barriers on windows and doors on upper floors to prevent children from falling.,Weka vizuizi kwenye madirisha na milango kwenye ghorofa za juu ili kuzuia watoto kuanguka.,Security
"Protect girls! Schools, prevent FGM risks.","Linda wasichana! Shule, epuka hatari za ukeketaji.",Education
Marsabit County: Drought Early Warning Bulletin for October 2023,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2023,Disaster/Health
Agriculture has periodically been shaken up by various technological revolutions. The latest? The advent of digital technologies. test Story Â· Keeping ...,Kilimo kimekuwa kikitetemeka mara kwa mara kutokana na mapinduzi mbalimbali ya kiteknolojia. Kipi cha hivi karibuni? Ujio wa teknolojia za kidijitali. Hadithi ya majaribio Â· Kuweka ...,Agriculture
"Women face unique challenges in addiction treatment such as trauma, mental health, stigma & caregiving roles. Gender responsive care are is not optional, it is essential","Wanawake wanakabiliwa na changamoto za kipekee katika matibabu ya uraibu kama vile majeraha, afya ya akili, unyanyapaa na majukumu ya ulezi. Huduma inayozingatia jinsia si ya hiari, ni muhimu",Health
Kenya: Drought - Baseline Population by County (18 Apr 2023),Kenya: Ukame - Idadi ya Msingi kulingana na Kaunti (18 Apr 2023),Disaster/Health
"IRC Re:BUILD - Policy Brief: The Impact of Cash Grants and Cash + Mentorship on Kenyan and Refugee Business Owners in Nairobi, Kenya - June 2025","IRC Re:BUILD - Policy Brief: Athari za Ruzuku za Fedha Taslimu na Fedha + Ushauri kwa Wamiliki wa Biashara wa Kenya na Wakimbizi huko Nairobi, Kenya - Juni 2025",Disaster/Health
Mandera County: Drought Early Warning Bulletin for June 2024,Kaunti ya Mandera: Taarifa ya Onyo la Mapema kuhusu Ukame ya Juni 2024,Disaster/Health
The central objective of the strategy is to enhance the financial capacity of national and county governments to effectively manage disaster risks along the disaster risk management (DRM) continuum.,Lengo kuu la mkakati huo ni kuimarisha uwezo wa kifedha wa serikali za kitaifa na kaunti ili kudhibiti ipasavyo hatari za maafa katika mwendelezo wa usimamizi wa hatari za maafa (DRM).,Governance
"Law Society demanded accountability for commanders behind protest suppression tactics, calling for prosecutions including chain-of-command responsibility.","Chama cha Wanasheria kilidai uwajibikaji kwa makamanda waliohusika na mbinu za kukandamiza maandamano, wakitaka mashtaka yafunguliwe ikiwemo jukumu la mnyororo wa amri.",Security
"Health CS Mutahi Kagwe says total lockdown on the table if coronavirus cases escalate, urges Kenyans to limit social interactions.","Waziri wa Afya Mutahi Kagwe anasema amri ya kutotoka nje ikiwa visa vya virusi vya corona vitaongezeka, anawahimiza Wakenya kupunguza mwingiliano wa kijamii.",Health
Mothers are advised to exclusively breastfeed their babies for the first six months without giving water or food. Breastmilk provides all the nutrients and protection a baby needs.,Akina mama wanashauriwa kuwanyonyesha watoto wao pekee kwa miezi sita ya kwanza bila kuwapa maji au chakula. Maziwa ya mama hutoa virutubisho na ulinzi wote ambao mtoto anahitaji.,Health
Education CS Magoha says colleges and universities to remain closed until January 2021 as they are not Covid-19 compliant,Waziri wa Elimu Magoha asema vyuo vikuu vitafungwa hadi Januari 2021 kwani havifuati sheria za Covid-19,Health
EACC builds local watchdog groups to fight bribery in counties.,EACC hujenga vikundi vya walinzi wa ndani ili kupambana na rushwa katika kaunti.,Education
Tharaka Nithi County: Drought Early Warning Bulletin for May 2024,Kaunti ya Tharaka Nithi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2024,Disaster/Health
"The arrests follow an investigation mounted by the EACC after receiving numerous complaints from motorists and members of the public regarding rampant extortion by the officers manning the roadblock, the EACC statement read in part.","Kukamatwa kwa watu hao kunafuatia uchunguzi uliofanywa na EACC baada ya kupokea malalamiko mengi kutoka kwa madereva na umma kuhusu ulaghai uliokithiri unaofanywa na maafisa wanaolinda kizuizi cha barabarani, taarifa ya EACC ilisomeka kwa sehemu.",Governance
"Rain and loss: Kenya grapples with severe floods, displacing thousands","Mvua na hasara: Kenya inakabiliana na mafuriko makubwa, na kusababisha maelfu ya watu kuyahama makazi yao",Disaster/Health
"AkoFresh cold storage technology helps farmers store their fresh food from the farm for up to 21 days. The technology is reliable as it runs on solar, and ...","Teknolojia ya kuhifadhia chakula baridi ya AkoFresh huwasaidia wakulima kuhifadhi chakula chao kipya kutoka shambani kwa hadi siku 21. Teknolojia hii inaaminika kwani inaendeshwa kwa nishati ya jua, na ...",Agriculture
What Is Therapeutic Milk? Treating Severe Child Malnutrition,Maziwa ya Tiba ni nini? Kutibu Utapiamlo Mkali wa Mtoto,Disaster/Health
"WFP Kenya Country Brief, August 2023","Muhtasari wa Nchi wa WFP Kenya, Agosti 2023",Disaster/Health
Project Hecuba: A Study of Gender Imbalance in Refugee Digital Inclusion Programmes,Project Hecuba: Utafiti wa Usawa wa Jinsia katika Mipango ya Ujumuisho ya Kidijitali ya Wakimbizi,Disaster/Health
"It also aims to demystify negative perspectives on LM industry’s unattractiveness for sustainable finance, by prioritizing and navigating complex regulatory environment, technology partnership, and building replicable operational models that meet international compliance standards.","Pia inalenga kufifisha mitazamo hasi kuhusu kutovutia kwa sekta ya LM kwa fedha endelevu, kwa kuweka kipaumbele na kuabiri mazingira changamano ya udhibiti, ushirikiano wa teknolojia, na kujenga miundo ya utendakazi inayoweza kuigwa ambayo inakidhi viwango vya utiifu wa kimataifa.",Disaster/Health
Kenya Drought - DREF Final Report (MDRKE065),Ukame wa Kenya - Ripoti ya Mwisho ya DREF (MDRKE065),Disaster/Health
Grow skills! Equip schools with agricultural training labs.,Kuza ujuzi! Panga shule na maabara ya mafunzo ya kilimo.,Education
"Addressing the country on Monday, November 3, 2025, after days of unrest that left several towns tense, President Samia said the government was closely monitoring the situation and urged citizens to uphold unity and calm as security agencies work to restore order.","Akihutubia nchi hiyo siku ya Jumatatu, Novemba 3, 2025, baada ya siku za ghasia zilizoacha mvutano wa miji kadhaa, Rais Samia alisema serikali ilikuwa ikifuatilia kwa makini hali hiyo na kuwahimiza wananchi kudumisha umoja na utulivu wakati mashirika ya usalama yanapoendelea kufanya kazi ili kurudisha amani.",Governance
Former refugee wins global Nansen award for championing education for displaced children,Mkimbizi wa zamani ashinda tuzo ya kimataifa ya Nansen kwa kutetea elimu kwa watoto waliokimbia makazi yao,Disaster/Health
"Nairobi, Kajiado, Machakos, Kiambu & Nakuru counties are individually and collectively declared a disease infected area. There shall be a cessation of movement by road, rail, air in to & out of these areas effective midnight","Kaunti za Nairobi, Kajiado, Machakos, Kiambu na Nakuru zimetangazwa kuwa eneo lililoathiriwa na magonjwa moja moja na kwa pamoja. Kutakuwa na kusimamishwa kwa usafiri kwa barabara, reli, hewa kuingia na kutoka katika maeneo haya kuanzia saa sita usiku.",Health
"Recha*, a group member, shared that since Acted started supporting their association in 2025, the situation is turning around.","Recha*, mwanakikundi, alishiriki kwamba tangu Acted ianze kuunga mkono chama chao mwaka 2025, hali inabadilika.",Disaster/Health
Kenya FY 2025 Country Roadmap,Ramani ya Nchi ya Kenya FY 2025,Disaster/Health
Kilifi County: Drought Early Warning Bulletin for October 2022,Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2022,Disaster/Health
"All TVET trainees to get Ksh 7,000 monthly stipend starting January.","Wanafunzi wote wa TVET watapata posho ya Ksh 7,000 kila mwezi kuanzia Januari.",Education
Kwale County: Drought Early Warning Bulletin for March 2022,Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2022,Disaster/Health
"“My mom does good work”: In Kenya, community health volunteers show mothers how to detect child malnutrition at home","""Mama yangu anafanya kazi nzuri"": Nchini Kenya, wafanyakazi wa kujitolea wa afya ya jamii huwaonyesha akina mama jinsi ya kutambua utapiamlo wa watoto nyumbani.",Disaster/Health
Do not open the 'Free Movies' USB on your computer! It may contain a virus.,Usifungue USB ya 'Filamu za Bure' kwenye kompyuta yako! Huenda ikawa na virusi.,Security
Ministry issues drought adaptation tips for sustainable water use.,Wizara yatoa vidokezo vya kukabiliana na ukame kwa matumizi endelevu ya maji.,Agriculture
Kenya - Demographic and Displacement Calculator in Wajir Round #4 (12 February 2025),Kenya - Kikokotoo cha Idadi ya Watu na Uhamisho katika Wajir Awamu ya #4 (12 Februari 2025),Disaster/Health
"Migrants’ Right to Health – Legal and Policy Instruments Related to Migrants’ Access to Health Care, Social Protection and Labour in Selected East African Countries","Haki ya Afya ya Wahamiaji - Vyombo vya Kisheria na Sera vinavyohusiana na Upatikanaji wa Wahamiaji kwa Huduma za Afya, Ulinzi wa Jamii na Kazi katika Nchi Zilizochaguliwa za Afrika Mashariki.",Health
"For low birth weight babies, Kangaroo Mother Care  skin-to-skin contact  is recommended to regulate body temperature, improve breastfeeding, and boost survival.","Kwa watoto waliozaliwa na uzito mdogo, Huduma ya Mama ya Kangaroo - mguso wa ngozi kwa ngozi - unapendekezwa ili kudhibiti joto la mwili, kuboresha unyonyeshaji, na kuongeza maisha.",Health
"Key insights from the landscape analysis indicate a fragmented local manufacturing ecosystem with cross-cutting challenges that span multiple ministries and agencies, limiting progress toward Universal Health Coverage.","Maoni muhimu kutoka kwa uchanganuzi wa mazingira yanaonyesha mfumo ikolojia wa utengenezaji wa ndani uliogawanyika na changamoto mtambuka ambazo zinahusisha wizara na mashirika mengi, na hivyo kuzuia maendeleo kuelekea Huduma ya Afya kwa Wote.",Health
U.S. Embassy renewed its advisory on possible unrest during U.S. primaries and urged heightened vigilance in demonstration-prone areas.,Ubalozi wa Marekani ulirejesha ushauri wake kuhusu uwezekano wa machafuko wakati wa kura za mchujo za Marekani na kuhimiza umakini mkubwa katika maeneo yenye maandamano.,Security
"Building resilience to extreme heat requires a holistic approach that recognises the complex interactions between people, ecosystems, infrastructure, the built environment and the economy.","Kujenga uwezo wa kustahimili joto kali kunahitaji mbinu kamilifu inayotambua mwingiliano changamano kati ya watu, mifumo ikolojia, miundombinu, mazingira yaliyojengwa na uchumi.",Disaster/Health
"We are advising members of the public to put on masks when getting into a matatu one is advised to put on a mask.
Local production of masks and PPEs has began","Tunawashauri wananchi kuvaa barakoa wanapoingia kwenye matatu, mtu anashauriwa kuvaa barakoa.

Uzalishaji wa barakoa na vifaa vya kujikinga umeanza.",Health
Direct Aid: Empowering African Communities through Education Loan Program,Direct Aid: Kuwezesha Jumuiya za Kiafrika kupitia Mpango wa Mkopo wa Elimu,Disaster/Health
"Kenya, Africa | Floods 2023 Revised Emergency Appeal - Revised Operational Strategy (MDRKE058)","Kenya, Afrika | Rufaa ya Dharura ya 2023 Iliyorekebishwa - Mkakati wa Utendaji Uliorekebishwa (MDRKE058)",Disaster/Health
Free revision timetable + notes for all subjects ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download from education.go.ke NOW!,Ratiba ya bure ya marekebisho + maelezo kwa masomo yote âƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua kutoka education.go.ke SASA!,Education
"This Mwananchi Guide therefore, seeks to disseminate information on the Budget for the FY 2024/25 to all segments of the society.","Mwongozo huu wa Mwananchi kwa hiyo, unalenga kusambaza taarifa za Bajeti ya Mwaka wa Fedha wa 2024/2025 kwa makundi yote ya jamii.",Governance
Delayed. Denied: Legal and Administrative Bottlenecks to Effective and Efficient Delivery of Justice for Survivors of SGBV in Kenya,Imechelewa. Imekataliwa: Vizuizi vya Kisheria na Kitawala kwa Utoaji Haki Ufanisi na Bora kwa Waathiriwa wa SGBV nchini Kenya.,Disaster/Health
Experts warn of protest‑related unrest; avoid high‑risk areas.,Wataalamu wanaonya kuhusu machafuko yanayohusiana na maandamano; epuka maeneo yenye hatari kubwa.,Security
CS Tuya urges World Bank to align funding with government priorities,Waziri Tuya ahimiza Benki ya Dunia kuoanisha ufadhili na vipaumbele vya serikali,Governance
NCRC report reveals while community policing increased info sharing public trust remains low in Nairobi County,Ripoti ya NCRC inaonyesha huku polisi jamii ikiongeza uaminifu wa umma katika ushiriki wa taarifa bado uko chini katika Kaunti ya Nairobi,Security
"MAUDHUI:Kudumisha Ajenda ya Ustawi wa Uchumi Kupitia Mfumo wa Chini Juu, Kuimarisha Matumizi ya Fedha na Kuwekeza Katika Kukabiliana na Adhari za M abadiliko ya Tabianchi ili kuboresha Maisha.","MAUDHUI: Kudumisha Ajenda ya Ustawi wa Uchumi Kupitia Mfumo wa Chini Juu, Kuimarisha Matumizi ya Fedha na Kuwekeza Katika Kukabiliana na Adhari za M abadiliko ya Tabianchi ili kuboresha Maisha.",Disaster/Health
Train teachers! Support inclusive education for disabled students.,Wafunze walimu! Saidia elimu jumuishi kwa wanafunzi wenye ulemavu.,Education
"Pregnant women should consume a balanced diet rich in iron, protein, and vitamins to support fetal development and maternal health.","Wanawake wajawazito wanapaswa kula lishe bora yenye madini ya chuma, protini, na vitamini ili kusaidia ukuaji wa fetasi na afya ya mama.",Health
Kenya Registered refugees and asylum-seekers | October 2025,Kenya Wakimbizi waliosajiliwa na wanaotafuta hifadhi | Oktoba 2025,Disaster/Health
Advisory highlighting increased terrorism threats in the United States and urging vigilance and reporting of suspicious activities.,Ushauri unaoangazia ongezeko la vitisho vya ugaidi nchini Marekani na kuhimiza uangalifu na kuripoti shughuli zinazotiliwa shaka.,Security
Health facilities offer family planning counseling to couples and individuals to support informed decisions about spacing and limiting births.,Vituo vya afya hutoa ushauri nasaha wa uzazi wa mpango kwa wanandoa na watu binafsi ili kusaidia maamuzi sahihi kuhusu nafasi na kupunguza uzazi.,Health
This situation necessitated the implementation of immediate preparedness and readiness measures to mitigate the risk of importation and potential spread of Marburg virus disease in Kenya.,Hali hii ililazimu kutekelezwa kwa utayari wa haraka na hatua za kujitayarisha ili kupunguza hatari ya kuagiza na kuenea kwa ugonjwa wa virusi vya Marburg nchini Kenya.,Health
Teach children fire safety measures and ensure homes have working smoke detectors to prevent tragedies.,Wafundishe watoto hatua za usalama wa moto na hakikisha nyumba zina vifaa vya kugundua moshi vinavyofanya kazi ili kuzuia majanga.,Security
Narok County: Drought Early Warning Bulletin for July 2023,Kaunti ya Narok: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2023,Disaster/Health
Foster caregivers must be vetted to ensure safe environments for vulnerable children.,Walezi wa watoto wa kulea lazima wachunguzwe ili kuhakikisha mazingira salama kwa watoto walio katika mazingira magumu.,Security
"IEBC to issue 500,000 voter cards in schools next week ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ be ready with ID!","IEBC itatoa kadi za wapiga kura 500,000 shuleni wiki ijayo â€œkuwa tayari na kitambulisho!",Education
Kenya Statistics Infographics | January 2026,Kenya Takwimu Infographics | Januari 2026,Disaster/Health
Marsabit County: Drought Early Warning Bulletin for April 2023,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2023,Disaster/Health
"Teachers, stay alert! Monitor banditry risks near schools.","Walimu, kaeni macho! Fuatilia hatari za ujambazi karibu na shule.",Education
ILO PROSPECTS in Kenya - at a glance,MATARAJIO YA ILO nchini Kenya - kwa haraka,Disaster/Health
Pregnant women should receive tetanus toxoid vaccination to protect themselves and their babies from neonatal tetanus.,Wanawake wajawazito wanapaswa kupata chanjo ya pepopunda ili kujikinga na watoto wao kutokana na pepopunda ya watoto wachanga.,Health
"ASAL Humanitarian Network MPCT New Beneficiaries Baseline Assessment, Turkana County (January 2022)","Mtandao wa Kibinadamu wa ASAL MPCT Tathmini ya Msingi ya Walengwa Wapya, Kaunti ya Turkana (Januari 2022)",Disaster/Health
"A civic-tech initiative published live maps of protest zones, police deployments, and safe routes to enhance demonstrator safety.","Mpango wa teknolojia ya kiraia ulichapisha ramani za moja kwa moja za maeneo ya maandamano, kupelekwa kwa polisi, na njia salama ili kuimarisha usalama wa waandamanaji.",Security
"Ag. Kenya High Commissioner in Rwanda Philip Githiora urges over 6,000 Kenyans living in Rwanda to register kenyaHCrwanda offices. Diaspora Voter Registration is going on in Kigali & the ambassador has urged Kenyans in different districts in Rwanda to enlist as voters","Balozi Mkuu wa Kenya nchini Rwanda Philip Githiora awahimiza Wakenya zaidi ya 6,000 wanaoishi Rwanda kusajili ofisi za kenyaHCrwanda. Usajili wa Wapiga Kura wa Diaspora unaendelea mjini Kigali na balozi huyo amewahimiza Wakenya katika wilaya tofauti nchini Rwanda kujiandikisha kama wapiga kura",Governance
Episcopal Relief & Development receives grant from Conrad N. Hilton Foundation for early childhood development work,Usaidizi wa Maaskofu & Maendeleo hupokea ruzuku kutoka kwa Wakfu wa Conrad N. Hilton kwa kazi ya makuzi ya utotoni.,Disaster/Health
Kenya counts the beans to help avert food waste in school meals,Kenya inahesabu maharagwe kusaidia kuzuia upotevu wa chakula katika milo ya shule,Disaster/Health
Install security cameras at entry points and make them visible.,Sakinisha kamera za usalama kwenye sehemu za kuingilia na uzifanye zionekane.,Security
Status of mobility of livestock in Kenya and Ethiopia: Mapping of livestock routes and case studies on mobility blockages,Hali ya uhamaji wa mifugo nchini Kenya na Ethiopia: Ramani ya njia za mifugo na masomo ya kesi juu ya vizuizi vya uhamaji.,Disaster/Health
Taita Taveta County: Drought Early Warning Bulletin for July 2023,Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2023,Disaster/Health
"Key findings: Wajir County - Mobility Tracking Round 2, 1 - 18 November 2023","Matokeo muhimu: Kaunti ya Wajir - Ufuatiliaji wa Uhamaji Awamu ya 2, 1 - 18 Novemba 2023",Disaster/Health
"A journey of reconciliation and hope through farming in Yabicho, Mandera County, Kenya","Safari ya upatanisho na matumaini kupitia kilimo huko Yabicho, Kaunti ya Mandera, Kenya",Disaster/Health
Kenya: Registered refugees and asylum-seekers (as of 30 April 2024),Kenya: Wakimbizi waliosajiliwa na wanaotafuta hifadhi (kuanzia tarehe 30 Aprili 2024),Disaster/Health
This shift from cash to accrual accounting represents a milestone in Kenya’s efforts to align its financial reporting with global standards.,Mabadiliko haya kutoka pesa taslimu hadi uhasibu wa ziada yanawakilisha hatua muhimu katika juhudi za Kenya kuoanisha ripoti yake ya kifedha na viwango vya kimataifa.,Disaster/Health
"UNICEF Kenya Humanitarian Situation Report No. 1 (Level 3 Mpox), 31 July to 03 October 2024","Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya No. 1 (Level 3 Mpox), 31 Julai hadi 03 Oktoba 2024",Disaster/Health
"Ksh 15,000 bursary per needy student released ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ check with your principal TODAY!","Ufadhili wa Ksh 15,000 kwa kila mwanafunzi mwenye uhitaji watolewa ""wasiliana na mkuu wako wa shule LEO!",Education
"Kenya Key Message Update September 2023: Pastoral areas remain in Crisis (IPC Phase 3) as the pastoral lean season concludes, 2023","Taarifa Muhimu ya Ujumbe wa Kenya Septemba 2023: Maeneo ya wafugaji yamesalia katika Mgogoro (IPC Awamu ya 3) huku msimu wa konda wa wafugaji ukikamilika, 2023",Disaster/Health
AU-COMESA launch a Joint Election Observer Mission to the 2022 Kenya General Elections,AU-COMESA yazindua Ujumbe wa Pamoja wa Waangalizi wa Uchaguzi katika Uchaguzi Mkuu wa 2022 Kenya,Disaster/Health
"Raise awareness! Schools, educate on GBV prevention.","Kuongeza uelewa! Shule, toa elimu kuhusu kuzuia GBV.",Education
National Drought Early Warning Bulletin (April 2022),Taarifa ya Tahadhari ya Mapema ya Kitaifa (Aprili 2022),Disaster/Health
Mandera County: Drought Early Warning Bulletin for September 2023,Kaunti ya Mandera: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2023,Disaster/Health
Kenya Drought Response Dashboard (May 2022),Dashibodi ya Kukabiliana na Ukame Kenya (Mei 2022),Disaster/Health
Enroll now! Free primary education for all Kenyan children.,Jiandikishe sasa! Elimu ya msingi bila malipo kwa watoto wote wa Kenya.,Education
"By definition, the CSA approach pursues three pillars: to sustainably increase agricultural productivity and improve farmers' incomes; to build resilience and.","Kwa ufafanuzi, mbinu ya CSA inafuata nguzo tatu: kuongeza tija ya kilimo endelevu na kuboresha mapato ya wakulima; kujenga ustahimilivu na.",Agriculture
Kenya: IPC Acute Food Insecurity and Acute Malnutrition Analysis (July 2025 - January 2026) Published on 8 September 2025,Kenya: IPC Ukosefu wa Chakula Mkali na Uchanganuzi Mkali wa Utapiamlo (Julai 2025 - Januari 2026) Limechapishwa tarehe 8 Septemba 2025,Disaster/Health
"KRA invites you to bid on exciting lots from ICDN, JKIA, CFS “MSA, and the Western Region. Visit https://ibid.kra.go.ke to view and bid. Bid conveniently, transparently, and from anywhere!","KRA inakualika kuweka zabuni kwenye viwanja vya kusisimua kutoka ICCN, JKIA, CFS “MSA, na Kanda ya Magharibi. Tembelea https://ibid.kra.go.ke ili kuona na kuweka zabuni. Weka zabuni kwa urahisi, kwa uwazi, na kutoka mahali popote!",Governance
Marsabit County: Drought Early Warning Bulletin for June 2022,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2022,Disaster/Health
CBK warns Kenyans against sending money to social media groups promising weekly payouts from investment plans. These are unregulated and illegal.,CBK inawaonya Wakenya dhidi ya kutuma pesa kwa vikundi vya mitandao ya kijamii na kuahidi malipo ya kila wiki kutoka kwa mipango ya uwekezaji. Hizi hazidhibitiwi na ni kinyume cha sheria.,Security
Kenya: Registered refugees and asylum-seekers (as of 31 May 2022),Kenya: Wakimbizi waliosajiliwa na wanaotafuta hifadhi (kuanzia tarehe 31 Mei 2022),Disaster/Health
