English,Kiswahili,Domain
"Employment of high coping strategies dropped from 38% to 9%, and severe livelihood coping also decreased, suggesting that the cash assistance contributed to improved food access and reduced reliance on coping strategies.","Uajiri wa mikakati ya kukabiliana na hali ya juu ulishuka kutoka 38% hadi 9%, na hali ngumu ya maisha pia ilipungua, na kupendekeza kuwa msaada wa pesa ulichangia kuboresha upatikanaji wa chakula na kupunguza utegemezi wa mikakati ya kukabiliana.",Disaster/Health
"Nearly all households (99%) reported being affected by drought, with significant water and hygiene needs reported.","Takriban kaya zote (99%) ziliripoti kuathiriwa na ukame, huku mahitaji makubwa ya maji na usafi yakiripotiwa.",Health
"Fragile and displacement-affected settings face interconnected pressures of environmental degradation, climate shocks, resource scarcity and social tensions.","Mipangilio dhaifu na inayoathiriwa na uhamishaji inakabiliwa na shinikizo zilizounganishwa za uharibifu wa mazingira, majanga ya hali ya hewa, uhaba wa rasilimali na mivutano ya kijamii.",Disaster/Health
"Refugee and host communities often experience limited livelihood opportunities, while competition over water, energy, forests and land intensifies environmental stress and weakens social cohesion.","Wakimbizi na jumuiya zinazowapokea mara nyingi hupata fursa ndogo za kujikimu, wakati ushindani juu ya maji, nishati, misitu na ardhi huzidisha dhiki ya mazingira na kudhoofisha mshikamano wa kijamii.",Disaster/Health
"C-PEACE works with refugees, host communities, governments and humanitarian agencies, including UNHCR and UN-Habitat, to co-design inclusive circular livelihood models that contribute to resilience and peacebuilding.","C-PEACE inafanya kazi na wakimbizi, jumuiya zinazowapokea, serikali na mashirika ya misaada ya kibinadamu, ikiwa ni pamoja na UNHCR na UN-Habitat, ili kuunda miundo ya maisha ya duara inayojumuisha ustahimilivu na kujenga amani.",Governance
It positions refugees and host communities as agents of environmental restoration rather than burdens on local resources.,Inawaweka wakimbizi na jumuiya zinazowahifadhi kama mawakala wa urejeshaji wa mazingira badala ya mizigo kwenye rasilimali za ndani.,Disaster/Health
"Implemented through strong local partnerships, this work directly contributes to the 2030 CGIAR outcomes by enhancing the resilience, self-reliance and social cohesion of displacement affected communities.","Ikitekelezwa kupitia ushirikiano dhabiti wa ndani, kazi hii inachangia moja kwa moja matokeo ya CGIAR ya 2030 kwa kuimarisha uthabiti, kujitegemea na mshikamano wa kijamii wa jamii zilizoathirika.",Disaster/Health
"Building on this foundation, C-PEACE applies an integrated approach to deliver environmental, livelihood and peacebuilding outcomes in fragile settings.","Kwa kuzingatia msingi huu, C-PEACE inatumia mbinu jumuishi ili kutoa matokeo ya kimazingira, maisha na kujenga amani katika mazingira tete.",Disaster/Health
This is due to the enhanced trade links between Kampala and different major cities in Kenya and the high-volume cross-border movement.,Hii ni kutokana na kuimarishwa kwa uhusiano wa kibiashara kati ya Kampala na miji mikuu tofauti nchini Kenya na harakati za juu za kuvuka mpaka.,Disaster/Health
"The case, a 29-yearold male truck driver, Kenyan national and a resident of Zambia was said to have visited St.","Kesi hiyo, dereva wa lori wa kiume mwenye umri wa miaka 29, raia wa Kenya na mkazi wa Zambia inasemekana alitembelea St.",Disaster/Health
"The county department of health – Uasin Gishu, however, dismissed the rumor through public notice as false.","Idara ya afya ya kaunti - Uasin Gishu, hata hivyo, ilipuuza uvumi huo kupitia notisi ya umma kuwa ya uwongo.",Governance
"Nevertheless, follow up was initiated, samples collected and tested for Bundibugyo virus disease (BVD) with results turning negative.","Hata hivyo, ufuatiliaji ulianzishwa, sampuli zilikusanywa na kupimwa kwa ugonjwa wa virusi vya Bundibugyo (BVD) na matokeo yakabadilika kuwa hasi.",Health
"Fortunately, all the tests have turned negative.","Kwa bahati nzuri, vipimo vyote vimegeuka kuwa hasi.",Disaster/Health
"Between intense droughts and sporadic floods, much of Kenya faces recurring or seemingly never-ending disasters.","Kati ya ukame mkali na mafuriko ya hapa na pale, sehemu kubwa ya Kenya inakabiliwa na majanga ya mara kwa mara au yanayoonekana kutoisha.",Disaster/Health
"People’s vulnerability is closely connected to structural inequalities in the country, where people in areas defined as arid and semi-arid lands (ASALs) suffer from lack of government services, investment and economic opportunities, with wealth concentrated in the capital, Nairobi.","Athari za watu zinahusiana kwa karibu na ukosefu wa usawa wa kimuundo nchini, ambapo watu katika maeneo yanayofafanuliwa kama ardhi kame na nusu kame (ASALs) wanakabiliwa na ukosefu wa huduma za serikali, uwekezaji na fursa za kiuchumi, huku utajiri ukiwa umejilimbikizia mji mkuu, Nairobi.",Governance
"The ASAL Humanitarian Network (AHN) was formed to collectively address immediate humanitarian needs and the drivers of crises, including a significant focus on ensuring the state takes on greater crisis response leadership.","Mtandao wa Kibinadamu wa ASAL (AHN) uliundwa ili kushughulikia kwa pamoja mahitaji ya haraka ya kibinadamu na vichochezi vya migogoro, ikiwa ni pamoja na kuzingatia kwa kiasi kikubwa kuhakikisha kuwa serikali inachukua uongozi mkubwa wa kukabiliana na mgogoro.",Disaster/Health
"This article examines how such aspirations play out in practice, focusing on two AHN responses, to a recent flood and ongoing drought.","Makala haya yanachunguza jinsi matarajio kama haya yanavyotekelezwa, kwa kuzingatia majibu mawili ya AHN, kwa mafuriko ya hivi karibuni na ukame unaoendelea.",Disaster/Health
"Hosting nearly half of Africa’s migrants, the East and Horn of Africa offers key corridors and major transit points for human mobility.","Likipokea karibu nusu ya wahamiaji wa Afrika, Mashariki na Pembe ya Afrika inatoa korido muhimu na sehemu kuu za kupita kwa uhamaji wa binadamu.",Disaster/Health
"Within East Africa, Kenya is a country of origin, transit, and destination for people on the move, with Nairobi serving as the capital and economic hub of the country.","Ndani ya Afrika Mashariki, Kenya ni nchi ya asili, usafiri, na marudio ya watu wanaohama, huku Nairobi ikitumika kama mji mkuu na kitovu cha uchumi wa nchi.",Disaster/Health
"This Local Manufacturing Strategy is structured to position Kenya’s healthcare as an investment for social impact, equity, economic growth, commercial traction, and sustainability.","Mkakati huu wa Uzalishaji wa Ndani umeundwa ili kuweka huduma ya afya ya Kenya kama kitega uchumi cha athari za kijamii, usawa, ukuaji wa uchumi, kuvutia kibiashara na uendelevu.",Health
"As a catalyst for self-reliance and health security, the strategy advances Kenya’s strategic interests regionally, riding on the goodwill of the President’s lead role as AU champion on Local Manufacturing.","Kama kichocheo cha kujitegemea na usalama wa afya, mkakati huo unakuza masilahi ya kimkakati ya Kenya kieneo, ukiegemea nia njema ya jukumu kuu la Rais kama bingwa wa AU katika Utengenezaji wa Ndani.",Health
"Key insights from the landscape analysis indicate a fragmented local manufacturing ecosystem with cross-cutting challenges that span multiple ministries and agencies, limiting progress toward Universal Health Coverage.","Maoni muhimu kutoka kwa uchanganuzi wa mazingira yanaonyesha mfumo ikolojia wa utengenezaji wa ndani uliogawanyika na changamoto mtambuka ambazo zinahusisha wizara na mashirika mengi, na hivyo kuzuia maendeleo kuelekea Huduma ya Afya kwa Wote.",Health
"The sector remains siloed across supply chain, research, regulation, trade, product development, financing, human capital, and health data systems, resulting in persistent vulnerability to import and donor dependency, geopolitical disruptions, and climate-related health threats.","Sekta hii inasalia kuwa chini ya ugavi, utafiti, udhibiti, biashara, ukuzaji wa bidhaa, ufadhili, rasilimali watu, na mifumo ya data ya afya, na kusababisha hatari ya kudumu ya kuagiza na kutegemea wafadhili, usumbufu wa kijiografia, na matishio ya kiafya yanayohusiana na hali ya hewa.",Health
"Key imperatives include strengthening private sector-led Pharmaceutical Value Chain Level 3 manufacturing (final dosage/fill-finish), where a few manufacturers account for most local production, through enhanced government–private sector collaboration to align commercial sustainability with national socio-economic goals.","Masharti muhimu ni pamoja na kuimarisha kiwango cha 3 cha Mnyororo wa Thamani wa Dawa unaoongozwa na sekta binafsi (kipimo cha mwisho/kumaliza kumaliza), ambapo wazalishaji wachache wanachangia uzalishaji mwingi wa ndani, kupitia ushirikiano ulioimarishwa wa serikali na sekta binafsi ili kuoanisha uendelevu wa kibiashara na malengo ya kitaifa ya kijamii na kiuchumi.",Governance
"The strategy also emphasizes commercialization of locally manufactured vaccines through Kenya Biovax, contingent on PPB achieving ML-3 status.","Mkakati huo pia unasisitiza ufanyaji biashara wa chanjo zinazotengenezwa nchini kupitia Kenya Biovax, ikitegemea PPB kupata hadhi ya ML-3.",Health
"Additional priorities include developing underexploited Pharmaceutical Value Chain Level 4 (API production) and Level 5 (R&D), which require advanced technology, specialized skills, and significant investment despite available government incentives.","Vipaumbele vya ziada ni pamoja na kuendeleza Kiwango cha 4 cha Mnyororo wa Thamani ya Dawa (uzalishaji wa API) na Kiwango cha 5 (R&D), ambacho kinahitaji teknolojia ya hali ya juu, ujuzi maalum na uwekezaji mkubwa licha ya motisha zinazopatikana za serikali.",Governance
This further highlights the need for regional API supply-chain collaboration across Africa and calls for a dedicated strategy to strengthen the largely under-prioritized diagnostics and medical devices sector.,Hii inaangazia zaidi hitaji la ushirikiano wa kikanda wa ugavi wa API kote barani Afrika na kutoa wito wa mkakati mahususi wa kuimarisha sekta ya uchunguzi na vifaa vya matibabu ambayo haijapewa kipaumbele kwa kiasi kikubwa.,Health
Pivoting on three (3) strategic pillars i.e.,Kuegemea kwenye nguzo tatu (3) za kimkakati i.e.,Disaster/Health
"It also aims to demystify negative perspectives on LM industry’s unattractiveness for sustainable finance, by prioritizing and navigating complex regulatory environment, technology partnership, and building replicable operational models that meet international compliance standards.","Pia inalenga kufifisha mitazamo hasi kuhusu kutovutia kwa sekta ya LM kwa fedha endelevu, kwa kuweka kipaumbele na kuabiri mazingira changamano ya udhibiti, ushirikiano wa teknolojia, na kujenga miundo ya utendakazi inayoweza kuigwa ambayo inakidhi viwango vya utiifu wa kimataifa.",Disaster/Health
"This will de-risk the LM investment landscape and attract capital needed for infrastructure upgrades and foster private sector-led growth for supply stability, health security, and a future of shared prosperity for Kenya and Africa.","Hii itaondoa hatari ya mazingira ya uwekezaji ya LM na kuvutia mtaji unaohitajika kwa ajili ya uboreshaji wa miundombinu na kukuza ukuaji unaoongozwa na sekta ya kibinafsi kwa utulivu wa usambazaji, usalama wa afya, na mustakabali wa ustawi wa pamoja kwa Kenya na Afrika.",Health
"One protracted Grade 2 emergency (Mpox, Clade 1b) and several other priority events are ongoing, including measles outbreaks in three counties, widespread flooding from the MAM long rains, and a severe food security and nutrition crisis in arid and semi-arid (ASAL) counties.","Moja ya dharura ya muda mrefu ya darasa la 2 (Mpox, Clade 1b) na matukio mengine kadhaa ya kipaumbele yanaendelea, ikiwa ni pamoja na milipuko ya surua katika kaunti tatu, mafuriko yaliyoenea kutokana na mvua ndefu za MAM, na shida kubwa ya usalama wa chakula na lishe katika kaunti kame na nusu kame (ASAL).",Disaster/Health
Mobile health services in Kenya reduce the risk of stillbirths,Huduma za afya kwa njia ya simu nchini Kenya hupunguza hatari ya watoto kuzaliwa wakiwa wamekufa,Health
Kenya MVD Readiness - DREF Final Report (MDRKE069),Utayari wa MVD ya Kenya - Ripoti ya Mwisho ya DREF (MDRKE069),Disaster/Health
Canada strengthens humanitarian and economic partnerships during Secretary of State Sarai’s visit to Kenya,Kanada inaimarisha ushirikiano wa kibinadamu na kiuchumi wakati wa ziara ya Waziri wa Mambo ya Nje Sarai nchini Kenya,Disaster/Health
"As drought tightens its grip on northern Kenya, a new IPC report confirms the crisis is getting significantly worse","Wakati ukame unavyozidi kushika kasi kaskazini mwa Kenya, ripoti mpya ya IPC inathibitisha kuwa mzozo unazidi kuwa mbaya zaidi.",Disaster/Health
Kenya Population Movement - DREF Final Report (MDRKE067),Harakati za Idadi ya Watu Kenya - Ripoti ya Mwisho ya DREF (MDRKE067),Disaster/Health
Kenya Flood and Cholera Outbreak 2025 - DREF Final Report (MDRKE066),Mlipuko wa Mafuriko na Kipindupindu Kenya 2025 - Ripoti ya Mwisho ya DREF (MDRKE066),Disaster/Health
Urgent: 3.3 Million Kenyans face acute hunger as multi-year drought devastates ASAL counties: Urgent multisectoral action needed to save lives,Haraka: Wakenya Milioni 3.3 wanakabiliwa na njaa kali huku ukame wa miaka mingi ukiharibu kaunti za ASAL: Hatua za haraka za sekta mbalimbali zinahitajika kuokoa maisha,Disaster/Health
Kenya Drought - DREF Final Report (MDRKE065),Ukame wa Kenya - Ripoti ya Mwisho ya DREF (MDRKE065),Disaster/Health
Resettlement in Dadaab enables hundreds of refugee families to access services after years,Makazi mapya katika Dadaab huwezesha mamia ya familia za wakimbizi kupata huduma baada ya miaka mingi,Disaster/Health
Water and land use systems and natural resources management in the multifunctional landscapes of Western Kenya,Mifumo ya matumizi ya maji na ardhi na usimamizi wa maliasili katika mandhari mbalimbali za Magharibi mwa Kenya,Disaster/Health
Noncommunicable diseases and mental health in the WHO African Region progress report 2024,Magonjwa yasiyoambukiza na afya ya akili katika ripoti ya maendeleo ya WHO Kanda ya Afrika 2024,Health
"Kenya, Africa | El Niño Floods 2023-24 - Final Report (MDRKE058)","Kenya, Afrika | Mafuriko ya El Niño 2023-24 - Ripoti ya Mwisho (MDRKE058)",Disaster/Health
MSF: Test and treat approach: How communities lead in malaria treatment,MSF: Mbinu ya kupima na kutibu: Jinsi jamii zinavyoongoza katika matibabu ya malaria,Health
"6 Years on: how a water access project impacted lives in Churo, Kenya","Miaka 6: jinsi mradi wa upatikanaji wa maji ulivyoathiri maisha katika Churo, Kenya",Disaster/Health
Kenya: Polio outbreak - DREF Final Report (MDRKE062),Kenya: Mlipuko wa Polio - Ripoti ya Mwisho ya DREF (MDRKE062),Disaster/Health
"Regional Report 2024: Regional Program on Enhancing the Investment Climate for the Economic Empowerment of Refugee, Returnee and Host/Return Community Women in the East and Horn of Africa and Great Lakes Region","Ripoti ya Kanda ya 2024: Programu ya Kikanda ya Kuimarisha Hali ya Hewa ya Uwekezaji kwa Uwezeshaji wa Kiuchumi kwa Wakimbizi, Waliorudishwa na Mwenyeji/Wanawake wa Jumuiya ya Kurudi Mashariki na Pembe ya Afrika na Ukanda wa Maziwa Makuu.",Disaster/Health
Kenya: Baringo Social Unrest - DREF Final Report (MDRKE059),Kenya: Machafuko ya Kijamii ya Baringo - Ripoti ya Mwisho ya DREF (MDRKE059),Disaster/Health
School Health & Nutrition Facility Progress Report 2024 (August-December),Ripoti ya Maendeleo ya Kituo cha Afya na Lishe 2024 (Agosti-Desemba),Health
Kenya Annual Country Report 2024 - Country Strategic Plan 2023 - 2027,Ripoti ya Mwaka ya Nchi ya Kenya 2024 - Mpango Mkakati wa Nchi 2023 - 2027,Disaster/Health
KEN: Epidemic - 02-2025 - Cholera Outbreak field report #3 (2025-03-27),KEN: Janga - 02-2025 - Ripoti ya eneo la Mlipuko wa Kipindupindu #3 (2025-03-27),Disaster/Health
Synthesis report on the co-design of agroecological innovations in the Agroecological Living Landscapes (ALLs) in Kenya,Ripoti ya muhtasari wa muundo-shirikishi wa ubunifu wa ikolojia ya kilimo katika Mandhari Hai ya Kilimo (ALLs) nchini Kenya.,Disaster/Health
Kenya: Cholera Outbreak - DREF Final Report (MDRKE054),Kenya: Mlipuko wa Kipindupindu - Ripoti ya Mwisho ya DREF (MDRKE054),Disaster/Health
Urgent Investment Needed in Climate Adaptation in Northern Kenya,Uwekezaji wa Haraka Unaohitajika katika Kukabiliana na Hali ya Hewa Kaskazini mwa Kenya,Disaster/Health
"“Under One Tree”? Exploring Pastoral, National, and International Approaches to Humanitarian Action: Phase 1 Synthesis Report in the Diverse Perspectives on Humanitarian Action in the Pastoral Drylands Series","“Chini ya Mti Mmoja”? Kuchunguza Mbinu za Kichungaji, Kitaifa na Kimataifa za Utekelezaji wa Kibinadamu: Ripoti ya Awamu ya 1 ya Awamu katika Mitazamo Mbalimbali ya Hatua za Kibinadamu katika Msururu wa Maeneo Kavu ya Kichungaji.",Disaster/Health
IGAD Strengthens Conflict Sensitive Land Use and Management in the Somali/Mandera Cluster,IGAD Yaimarisha Matumizi na Usimamizi Nyeti wa Ardhi katika Migogoro katika Nguzo ya Somalia/Mandera,Disaster/Health
Media Advisory - UNDP Kenya in collaboration with the National Treasury and Planning will host the launch of the Global Human Development Report 2023/2024 - Breaking the Gridlock: Reimagining Cooperation in a Polarized World,Ushauri wa Vyombo vya Habari - UNDP Kenya kwa ushirikiano na Hazina ya Kitaifa na Mipango itakuwa mwenyeji wa uzinduzi wa Ripoti ya Maendeleo ya Binadamu Duniani 2023/2024 - Breaking the Gridlock: Reimagining Cooperation in a Polarized World,Disaster/Health
"IGAD Climate Prediction and Applications Centre (ICPAC) Technical Report on the Ongoing Flood Impact in the IGAD Region (As of April 26th, 2024)",Ripoti ya Kiufundi ya Kituo cha Utabiri wa Hali ya Hewa na Maombi cha IGAD (ICPAC) kuhusu Athari ya Mafuriko inayoendelea katika Mkoa wa IGAD (Kuanzia tarehe 26 Aprili 2024),Disaster/Health
The Bill & Melinda Gates Foundation and European Investment Bank Launch Pilot in Africa to Improve Women Entrepreneurs’ Access to Capital,Wakfu wa Bill & Melinda Gates na Benki ya Uwekezaji ya Ulaya Wazindua Majaribio barani Afrika ili Kuboresha Upatikanaji wa Wajasiriamali Wanawake kwa Mitaji.,Disaster/Health
Kenya Annual Country Report 2023 - Country Strategic Plan 2023 - 2027,Ripoti ya Mwaka ya Nchi ya Kenya 2023 - Mpango Mkakati wa Nchi 2023 - 2027,Disaster/Health
Kenya Annual Country Report 2023 - Country Strategic Plan 2018 - 2023,Ripoti ya Mwaka ya Nchi ya Kenya 2023 - Mpango Mkakati wa Nchi 2018 - 2023,Disaster/Health
"IASC Deputy Chiefs visit Mathare informal settlement in Nairobi, Kenya","Manaibu Wakuu wa IASC watembelea makazi yasiyo rasmi ya Mathare jijini Nairobi, Kenya",Disaster/Health
A Path to Self-Reliance for Displacement-Affected People: Summary Report on Economic Inclusion Barriers and Market Assessments in Kenya and South Sudan,Njia ya Kujitegemea kwa Watu Walioathiriwa na Uhamisho: Ripoti ya Muhtasari wa Vikwazo vya Ushirikishwaji wa Kiuchumi na Tathmini ya Soko nchini Kenya na Sudan Kusini.,Disaster/Health
"Migrants’ Right to Health – Legal and Policy Instruments Related to Migrants’ Access to Health Care, Social Protection and Labour in Selected East African Countries","Haki ya Afya ya Wahamiaji - Vyombo vya Kisheria na Sera vinavyohusiana na Upatikanaji wa Wahamiaji kwa Huduma za Afya, Ulinzi wa Jamii na Kazi katika Nchi Zilizochaguliwa za Afrika Mashariki.",Health
Kenya: Floods - DREF Final Report (MDRKE056),Kenya: Mafuriko - Ripoti ya Mwisho ya DREF (MDRKE056),Disaster/Health
Kenya: ICC to encourage domestic accountability efforts despite conclusion of investigation,Kenya: ICC kuhimiza juhudi za uwajibikaji wa ndani licha ya kukamilika kwa uchunguzi,Disaster/Health
The Community Land Act (CLA) 2016 and Pastoralists’ Access to Land for Adaptation,Sheria ya Ardhi ya Jamii (CLA) 2016 na Upatikanaji wa Wafugaji wa Ardhi kwa Marekebisho,Disaster/Health
Recovering childhood: Access to education & protection for children in Kenya's refugee camps,Kurejesha maisha ya utotoni: Upatikanaji wa elimu na ulinzi kwa watoto katika kambi za wakimbizi za Kenya,Disaster/Health
Humanitarian crisis deepens as flooding escalates in ASAL Kenya: AHN Call for Collective and Urgent Action,Mgogoro wa kibinadamu unazidi kuongezeka huku mafuriko yakiongezeka katika ASAL Kenya: AHN Yataka Hatua za Pamoja na za Haraka,Disaster/Health
A ground breaking opportunity to increase access for registration of community groups in Dadaab,Fursa muhimu ya kuongeza ufikiaji wa usajili wa vikundi vya jamii huko Dadaab,Disaster/Health
Urgent food and shelter assistance priority in the ongoing flash floods in northern Kenya,Kipaumbele cha dharura cha msaada wa chakula na malazi katika mafuriko yanayoendelea kaskazini mwa Kenya,Disaster/Health
Learning is a Lifeline: Access to Education for Refugee Children in Kenya,Kujifunza ni Njia ya Maisha: Upatikanaji wa Elimu kwa Watoto Wakimbizi nchini Kenya,Education
Kenya and Somalia WASH Response: UMR and Mr. Beast Water Access Project - Final Report,Kenya na Somalia WASH Response: UMR na Bw. Beast Water Access Project - Ripoti ya Mwisho,Disaster/Health
Kenya: Anticipatory Actions On Ebola Virus Disease DREF Final Report (MDRKE052),Kenya: Hatua za Kutarajia Kuhusu Ugonjwa wa Virusi vya Ebola Ripoti ya Mwisho ya DREF (MDRKE052),Health
"Media Advisory: UN Deputy Humanitarian chief to visit Southern, Eastern Africa","Ushauri wa Vyombo vya Habari: Naibu Mkuu wa Umoja wa Mataifa wa Misaada ya Kibinadamu kutembelea Kusini, Afrika Mashariki",Disaster/Health
Study on the Use of ICT in Education and Remote Learning during Crises and the Required Investment in Digital Transformation for African Countries - Country Profile Report Kenya,Utafiti juu ya Matumizi ya ICT katika Elimu na Mafunzo ya Mbali wakati wa Migogoro na Uwekezaji Unaohitajika katika Mabadiliko ya Kidijitali kwa Nchi za Afrika - Ripoti ya Wasifu wa Nchi Kenya,Education
Strong Women Strong World (SWSW): Beyond Access Learning Initiative,Wanawake Wenye Nguvu Ulimwenguni (SWSW): Beyond Access Learning Initiative,Education
Kenya | Riverine floods - Early Action Protocol Annual Report (8-09-2023) Operation №: MDRKE053,Kenya | Mafuriko ya Mto - Ripoti ya Mwaka ya Itifaki ya Hatua ya Mapema (8-09-2023) Operesheni №: MDRKE053,Disaster/Health
Research on systemic barriers towards access and usage of housing finance in Kenya,Utafiti kuhusu vikwazo vya kimfumo kuelekea upatikanaji na matumizi ya fedha za makazi nchini Kenya,Disaster/Health
MIT researchers release report to CFK Africa on strengthening schools in informal settlements in Kenya,Watafiti wa MIT watoa ripoti kwa CFK Afrika juu ya kuimarisha shule katika makazi yasiyo rasmi nchini Kenya,Education
Amnesty International Kenya condemns the continued use of unlawful force against protestors,Amnesty International Kenya inalaani kuendelea kutumia nguvu kinyume cha sheria dhidi ya waandamanaji,Disaster/Health
"Kenyan Officials Must Protect the Right to Protest, Prevent Sexual Violence Amid Unrest: PHR","Maafisa wa Kenya Lazima Walinde Haki ya Kuandamana, Kuzuia Unyanyasaji wa Kijinsia Huku Machafuko: PHR",Security
Refugees’ Access to Work Permits and Business Licences in Kenya,Upatikanaji wa Wakimbizi wa Vibali vya Kazi na Leseni za Biashara nchini Kenya,Disaster/Health
Impact Case Study: Improving access to emergency surgery in Kenya,Uchunguzi wa Athari: Kuboresha ufikiaji wa upasuaji wa dharura nchini Kenya,Disaster/Health
Conflict-Sensitive Social Protection: Kenya Country Report 2022,Ulinzi wa Jamii Nyeti kwa Migogoro: Ripoti ya Nchi ya Kenya 2022,Disaster/Health
"Keeping Girls in the Picture Campaign: Stories and lessons from Kwale County, Kenya","Kuwaweka Wasichana Katika Kampeni ya Picha: Hadithi na masomo kutoka Kaunti ya Kwale, Kenya",Governance
Kenya Annual Country Report 2022 - Country Strategic Plan 2018 - 2023,Ripoti ya Mwaka ya Nchi ya Kenya 2022 - Mpango Mkakati wa Nchi 2018 - 2023,Disaster/Health
Partnerships and training helped prevent election violence,Ushirikiano na mafunzo vilisaidia kuzuia ghasia za uchaguzi,Disaster/Health
Kenya: Anticipatory actions towards General Elections - DREF Operation - Final Report (MDRKE051),Kenya: Hatua za matarajio kuelekea Uchaguzi Mkuu - Operesheni ya DREF - Ripoti ya Mwisho (MDRKE051),Governance
Pre-crisis Market Mapping and Analysis Report for Busia County,Ripoti ya Ramani na Uchambuzi wa Soko kabla ya mgogoro wa Kaunti ya Busia,Governance
Pre-crisis Market Mapping and Analysis Report for the Counties of West Pokot and Kitui (Sept - Oct 2021),Ripoti ya Ramani ya Masoko na Uchambuzi wa kabla ya mgogoro kwa Kaunti za Pokot Magharibi na Kitui (Sep - Okt 2021),Disaster/Health
"As drought tightens its grip on Kenya, a motorcycle ambulance is helping women to access critical health care","Huku ukame ukizidi kushika kasi nchini Kenya, ambulensi ya pikipiki inawasaidia wanawake kupata huduma muhimu za afya",Disaster/Health
Motorcycle ambulance helps pregnant women in drought-stricken community to access life-saving maternal health care,Ambulance ya pikipiki huwasaidia wanawake wajawazito katika jamii iliyokumbwa na ukame kupata huduma ya afya ya uzazi ya kuokoa maisha,Health
Use of Data in Anticipatory Risk Management,Matumizi ya Data katika Usimamizi wa Hatari wa Kutarajia,Disaster/Health
Can digital adherence technologies reduce inequity in tuberculosis treatment success? Evidence from a randomised controlled trial,"Je, teknolojia za ufuasi za kidijitali zinaweza kupunguza ukosefu wa usawa katika mafanikio ya matibabu ya kifua kikuu? Ushahidi kutoka kwa jaribio lililodhibitiwa nasibu",Health
Hunger in Kenya/Ethiopia: Malteser International expands aid to prevent conflicts,Njaa nchini Kenya/Ethiopia: Malteser International inapanua misaada ili kuzuia migogoro,Disaster/Health
United Nations and partners call for $472.6 million to respond in 2023 as the drought in Kenya deepens,Umoja wa Mataifa na washirika watoa wito wa dola milioni 472.6 kujibu mwaka wa 2023 huku ukame ukizidi kuongezeka nchini Kenya.,Disaster/Health
Worsening drought in Kenya leads to increase in school dropouts,Ukame unaozidi kuwa mbaya nchini Kenya unasababisha ongezeko la wanafunzi wanaoacha shule,Disaster/Health
"Environmental Screening Report NEAT+, Community Water Supply Project, Kalobeyei Refugee Settlement, Kakuma, Kenya","Ripoti ya Uchunguzi wa Mazingira NEAT+, Mradi wa Ugavi wa Maji kwa Jamii, Makazi ya Wakimbizi ya Kalobeyei, Kakuma, Kenya",Disaster/Health
Rapid Review of Healthy Ageing and Long-term Care Systems in East and Southern Africa: Country Summary Report – Kenya,Mapitio ya Haraka ya Mifumo ya Kuzeeka Kiafya na ya Muda Mrefu katika Afrika Mashariki na Kusini: Ripoti ya Muhtasari wa Nchi - Kenya,Health
Young Kenyans call for urgent action on hunger crisis,Vijana wa Kenya watoa wito wa kuchukuliwa hatua za haraka kukabiliana na baa la njaa,Disaster/Health
Ministry of health issues cholera alert as 61 cases are confirmed,Wizara ya afya yatahadharisha kuhusu ugonjwa wa kipindupindu huku visa 61 vikithibitishwa,Disaster/Health
"Slovakia and UNESCO Partnership: Access to clean, affordable Water in Turkana",Ushirikiano wa Slovakia na UNESCO: Upatikanaji wa Maji safi na ya bei nafuu Turkana,Disaster/Health
Preventing electoral violence through early warning and rapid response in Kenya,Kuzuia ghasia za uchaguzi kupitia onyo la mapema na mwitikio wa haraka nchini Kenya,Disaster/Health
Empowering young people to prevent digital gender-based violence in Kenya’s elections,Kuwawezesha vijana kuzuia unyanyasaji wa kijinsia wa kidijitali katika uchaguzi wa Kenya,Security
"Kenya: Anticipatory actions towards General Elections - Operation Update Report - DREF n° MDRKE051, Operation update n° 1","Kenya: Hatua zinazotarajiwa kuelekea Uchaguzi Mkuu - Ripoti ya Usasishaji wa Operesheni - DREF n° MDRKE051, sasisho la operesheni n° 1",Governance
Government of Kenya Must Avoid Repeat of History and Prevent Electoral Violence: PHR,Serikali ya Kenya Lazima Iepuke Kurudiwa kwa Historia na Kuzuia Ghasia za Uchaguzi: PHR,Security
Kenyan Elections - Another Test in the Country’s Democratic Journey,Uchaguzi wa Kenya - Mtihani Mwingine katika Safari ya Kidemokrasia ya Nchi,Governance
Monitoring Impacts of Shocks on Households in Kenya,Kufuatilia Athari za Mishtuko kwa Kaya nchini Kenya,Disaster/Health
Human Appeal issues red alert for aid to Horn of Africa - Catastrophic famine conditions leading to one death every 48 seconds in Somalia and Kenya,Rufaa ya Kibinadamu yatoa tahadhari nyekundu ya msaada kwa Pembe ya Afrika - Hali mbaya ya njaa na kusababisha kifo cha mtu mmoja kila baada ya sekunde 48 nchini Somalia na Kenya,Disaster/Health
Knowledge Attitude & Practice (KAP) Survey of WASH Services Project in Dadaab Refugee Camps (29/03/2021),Mtazamo wa Maarifa na Mazoezi (KAP) ya Mradi wa Huduma za WASH katika Kambi za Wakimbizi za Dadaab (29/03/2021),Disaster/Health
"Malteser International: ""The need for humanitarian aid has never been greater""","Malteser International: ""Haja ya misaada ya kibinadamu haijawahi kuwa kubwa zaidi""",Disaster/Health
Protection de l'environnement par les femmes dans le nord du Kenya,Protection de l'environnement par les femmes dans le nord du Kenya,Disaster/Health
